,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo
291,48917,2018-09-08,07:45:00,Rural,Ruta Provincial,RUTA PROVINCIAL 5,BARRIO LOMAS,-2.749.194,-5.874.679,2,0,0,2,0,Colisión entre vehículos,2,,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
292,48835,2018-08-11,07:40:00,Urbana,Avenida,MEDRANO,LARREA,-2.749.139,-5.879.964,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
293,48822,2018-08-08,12:30:00,Urbana,Avenida,Avenida Presidente Raúl Alfonsín,Republica Dominicana y Reconquista,-2.747.138,-5.881.157,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
294,48875,2018-08-27,13:20:00,Urbana,Calle,SANTA FE,BOLIVAR,-2.747.142,-5.883.089,3,0,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,,Funciona
295,48860,2018-08-22,23:30:00,Urbana,Calle,AVENIDA MAIPU Y ASUNCION,,-2.749.116,-5.881.977,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Noche,SI,Despejado,Buena,Funciona
296,48842,2018-08-12,14:05:00,Urbana,Calle,SAN MARTIN,ITUZAINGO,-2.747.155,-5.881.923,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,No Funciona
297,48957,2018-09-25,01:00:00,Urbana,Avenida,RAUL ALFONSIN,RIÓ JURAMENTO,-2.747.504,-5.879.829,0,2,0,2,0,Colisión entre vehículos,2,Asfalto,,,Día,,,,Funciona
298,48979,2018-09-30,07:17:00,Urbana,Avenida,AVENIDA MAIPU,AVENIDA CAZADORES CORRENTINOS,-2.748.642,-5.882.312,4,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,
299,48952,2018-09-20,15:05:00,Urbana,Avenida,AV MAIPU,HONDURAS,-2.748.557,-5.882.390,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
300,49079,2018-11-09,13:50:00,Urbana,Calle,ROCA,BELGRANO,,,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
301,48947,2018-09-19,12:30:00,Urbana,Avenida,R. ALFONSIN,MORELO,-2.747.620,-5.879.123,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,,,Sin Semáforo
302,49116,2018-11-28,08:11:00,Urbana,Calle,ROCA,,-2.746.944,-5.882.284,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,SI,Nublado,Buena,Sin Semáforo
303,48819,2018-08-07,19:30:00,Urbana,Avenida,Av. Maipu,,-2.749.305,-5.881.863,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
304,48907,2018-09-04,20:20:00,Urbana,Calle,GUEMEZ,LA PAZ,-2.748.252,-5.880.801,0,1,0,1,0,Caída desde vehículo,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
305,48936,2018-09-17,12:15:00,Urbana,Avenida,AVENIDA MAIPU,MADARIAGA,-2.748.505,-5.882.415,2,0,0,1,1,Colisión entre vehículos,2,Asfalto,,Seca,Día,NO,,,
306,48911,2018-09-07,15:08:00,Urbana,Avenida,AV. LIBERTAD,,-2.746.342,-5.877.643,2,1,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Atardecer,SI,Despejado,Buena,Sin Semáforo
307,48883,2018-08-30,11:30:00,Urbana,Avenida,AV. CHACABUCO,,-2.748.771,-5.881.652,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,,Mojada,,NO,Lluvia,Lluvia,
308,48904,2018-09-04,10:30:00,Urbana,Avenida,AV R ALFONSIN,AV CHACABUCO,-2.747.114,-5.881.266,1,1,0,1,1,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
309,48919,2018-09-08,10:43:00,Urbana,Calle,SANTA FE,RIVADAVIA,-2.747.488,-5.883.123,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
310,49106,2018-11-22,10:15:00,Urbana,Calle,PERU,,-2.747.329,-5.882.196,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,,Despejado,Buena,Sin Semáforo
311,49102,2018-11-21,09:00:00,Urbana,Calle,CATAMARCA,BELGRANO,-2.747.243,-5.883.359,1,5,0,1,0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
312,48932,2018-09-17,15:45:00,Urbana,Avenida,AV. RAUL ALFONSIN,LOS TILOS,-2.747.415,-5.880.140,3,1,0,3,0,Colisión entre vehículos,3,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
313,48829,2018-08-15,15:15:00,Urbana,Avenida,AVENIDA RAUL ALFONSIN,DON JUSTINO,-2.751.476,-5.875.405,0,3,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
314,49141,2018-12-06,18:10:00,Urbana,Calle,CUBA,RUTA 12,-2.750.460,-5.877.375,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Atardecer,NO,Despejado,Buena,Sin Semáforo
315,48831,2018-08-10,08:20:00,Urbana,Calle,GENERAL PAZ,PIO XII,-2.747.827,-5.883.681,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Niebla / Neblina,Niebla/Neblina,Sin Semáforo
316,49063,2018-11-02,19:00:00,Urbana,Calle,25 DE mayo,JUJY,-2.746.510,-5.882.754,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Atardecer,NO,Nublado,Buena,Sin Semáforo
317,49193,2018-12-27,08:15:00,Urbana,Avenida,ARMENIA,MONTEAGUDO,-2.746.681,-5.879.078,1,2,0,2,0,Colisión entre vehículos,2,Asfalto,Baches,Despejada,Día,NO,Despejado,Buena,Sin Semáforo
318,49120,2018-11-30,07:05:00,Urbana,Calle,SAN MARTIN,PERU,-2.747.125,-5.882.184,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
319,48803,2018-08-02,10:30:00,Urbana,Calle,LAS HERAS,MEDRANO,-2.748.542,-5.879.905,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo
320,49197,2018-12-29,21:00:00,Urbana,Calle,CATAMARCA,BELGRANO,-2.747.238,-5.883.356,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
321,48899,2018-09-01,14:25:00,Urbana,Calle,MADARIAGA,BLAS PARERA,-2.748.239,-5.884.140,2,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Mojada,Día,NO,Lluvia,,Sin Semáforo
322,49003,2018-10-07,21:45:00,Urbana,Calle,JUNIN,PARAGUAY,-2.746.851,-5.882.661,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
323,49072,2018-11-06,17:35:00,Urbana,Calle,COLOMBIA,PLAYA MIRAMAR,-2.746.993,-5.881.660,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,,Atardecer,NO,Lluvia,Buena,Sin Semáforo
324,48814,2018-08-04,14:05:00,Urbana,Avenida,AV. INDEPENDENCIA,GODOY CRUZ,-2.748.379,-5.878.964,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,SI,Despejado,Buena,Funciona
325,48905,2018-09-04,19:00:00,Urbana,Avenida,AV FERRE,AV ARTIGAS,-2.747.790,-5.881.974,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
326,48889,2018-09-02,07:48:00,Urbana,Avenida,AV LAPRIDA,GABRIELA MISTRAL,-2.746.951,-5.878.743,0,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,"Lluvia, Viento",Lluvia,Sin Semáforo
327,48894,2018-08-31,06:00:00,Urbana,Calle,NECOCHEA,REPUBLICA DEL LIBANO,-2.748.010,-5.883.020,0,1,0,1,0,Caída desde vehículo,1,Asfalto,Apto,Mojada,Amanecer,NO,Granizo,Lluvia,
328,48964,2018-09-26,09:00:00,Urbana,Calle,JOSE RAMON VIDAL,TARAGUI,-2.749.504,-5.884.106,0,1,0,1,0,Atropello a animal/es,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
329,49095,2018-11-18,12:20:00,Urbana,Calle,ALTA GRACIA,LOS ATACAMAS,-2.750.804,-5.881.330,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Nublado,Buena,No Funciona
330,48993,2018-10-05,10:45:00,Urbana,Calle,LAS PIEDRAS,LAVALLE,-2.748.273,-5.880.080,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
331,49049,2018-10-27,17:00:00,Urbana,Calle,SALTA,,-2.747.414,-5.883.957,2,0,0,2,0,Colisión entre vehículos,2,Adoquín,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
332,49115,2018-11-27,20:45:00,Urbana,Avenida,AV. MAIPU,,-2.748.636,-5.882.329,2,1,0,3,0,,3,Asfalto,Apto,Seca,Noche,NO,Nublado,Buena,Funciona
333,49169,2018-12-14,10:00:00,Urbana,Avenida,AV 3 DE ABRIL,CATAMARCA,-2.747.589,-5.883.392,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,"Despejado, Viento",Buena,Funciona
334,49186,2018-12-22,11:45:00,Urbana,Avenida,AV. 3 DE ABRIL,SAN JUAN,-2.747.572,-5.883.760,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,Buena,Funciona
335,48976,2018-09-29,06:50:00,Rural,Ruta Nacional,12,FRENTE A ERAGIA,-2.747.835,-5.878.308,0,1,0,1,0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
336,48987,2018-10-02,17:00:00,Urbana,Avenida,AVENIDA LIBERTAD,RUTA 12,-2.746.129,-5.876.819,1,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Nublado,Buena,Sin Semáforo
337,49103,2018-11-21,16:55:00,Urbana,Avenida,AV. CAZADORES CORRENTINOS,,-2.748.622,-5.882.083,2,1,0,3,0,Colisión entre vehículos,3,Hormigón,Apto,Seca,Día,NO,,,Funciona
338,48997,2018-10-07,11:40:00,Urbana,Avenida,PATAGONIA,JOSE HERNANDEZ,-2.749.230,-5.882.256,1,2,0,2,1,Atropello a peatón/es,3,Hormigón,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo
339,48971,2018-09-27,07:20:00,Urbana,Avenida,AVENIDA CENTENARIO,ARAOS,-2.748.187,-5.875.818,2,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,
340,49132,2018-12-04,08:10:00,Urbana,Calle,SUIZA,REPUBLICA DOMINICANA,-2.747.613,-5.881.072,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
341,48926,2018-09-13,05:00:00,Urbana,Calle,PIO 12,LAS HERAS,-2.748.068,-5.883.714,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Mojada,Noche,SI,Nublado,Buena,Sin Semáforo
342,48804,2018-08-02,20:10:00,Urbana,Calle,H. HIRIGOYEN,PERU,-2.747.014,-5.882.161,0,1,0,1,0,Despiste,1,Asfalto,Apto,,Noche,SI,Despejado,Buena,Sin Semáforo
343,49075,2018-11-07,17:45:00,Urbana,Avenida,AVENIDA RAUL ALFONSIN,ONTIVEROS,-2.747.606,-5.879.265,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
344,49199,2018-12-30,07:00:00,Urbana,Avenida,AV MAIPU,,-2.750.928,-5.881.025,1,0,0,1,0,Colisión entre vehículos,1,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo
345,48982,2018-10-01,18:15:00,Urbana,Avenida,AVENIDA VIDAL,GENERAL PAZ,-2.748.056,-5.881.520,1,1,0,1,1,Atropello a peatón/es,2,Hormigón,Apto,Seca,Atardecer,NO,Nublado,Buena,Funciona
346,48953,2018-09-20,17:35:00,Urbana,Calle,BUENOS AIRES,MORENO,-2.747.294,-5.884.097,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,,Despejado,Buena,Sin Semáforo
347,48897,2018-08-31,08:30:00,Urbana,Calle,GUTEMBERG,TENIENTE CUNDOM,-2.748.593,-5.883.251,1,1,1,2,0,Colisión entre vehículos,2,Hormigón,Ahuellamiento,Seca,Día,NO,Despejado,Buena,Sin Semáforo
348,48908,2018-09-05,13:30:00,Urbana,Avenida,TRES DE ABRIL,SANTA FE,-2.747.633,-5.883.143,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
349,48828,2018-08-16,20:10:00,Urbana,Avenida,3 DE abril,SAN JUAN,-2.747.544,-5.883.758,0,2,0,1,0,Despiste,1,Asfalto,Apto,,Noche,SI,Despejado,Buena,Funciona
350,48873,2018-08-26,21:02:00,Urbana,Avenida,AV PAYSANDU,RAFAELA,-2.749.751,-5.882.537,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
351,49129,2018-12-02,13:05:00,Urbana,Ruta Nacional,12,FRENTE ERAGIA,-2.747.458,-5.878.185,2,1,0,2,0,Colisión entre vehículos,2,Asfalto,,,Día,NO,Despejado,Buena,Sin Semáforo
352,48946,2018-09-18,23:05:00,Urbana,Avenida,AV. PEDRO FERRE,,-2.747.844,-5.881.462,1,1,0,1,1,Atropello a peatón/es,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Funciona
353,49051,2018-10-28,21:00:00,Urbana,Avenida,AV. CHACABUCO,LAVALLE,-2.747.934,-5.881.488,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,,SI,,,Sin Semáforo
354,49144,2018-11-07,08:40:00,Urbana,Calle,GUASTAVINO,,-2.748.216,-5.884.399,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,
355,49151,2018-12-08,19:15:00,Urbana,Avenida,AVENIDA CAZADORES CORRENTINOS,,,,0,1,0,1,0,Caída desde vehículo,1,Hormigón,Apto,Seca,Atardecer,NO,Despejado,,Sin Semáforo
356,49158,2018-12-11,17:45:00,Urbana,Calle,TUCUMAN,QUINTANA,-2.746.265,-5.884.137,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,SI,Despejado,Buena,Sin Semáforo
357,49146,2018-12-07,11:05:00,Urbana,Avenida,AVENIDA COSTANERA,PAGO LARGO,-2.746.565,-5.884.792,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
358,48809,2018-08-04,06:30:00,Urbana,Calle,MADARIAGA,,-2.748.207,-5.884.454,0,2,0,1,0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Día,,Niebla / Neblina,Niebla/Neblina,Sin Semáforo
359,48923,2018-09-09,22:00:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,LAS PIEDRAS,-2.748.136,-5.880.067,0,1,0,1,0,Despiste,1,Hormigón,Apto,,Noche,SI,Despejado,Buena,Sin Semáforo
360,49174,2018-12-17,15:50:00,Urbana,Avenida,AV RIO CHICO,LANARI,-2.746.108,-5.878.153,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Despejada,Día,NO,Despejado,Buena,No Funciona
361,48868,2018-08-25,08:00:00,Urbana,Avenida,AV. SARMIENTO,NECOCHEA,-2.748.021,-5.883.055,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
362,49031,2018-10-14,18:20:00,Urbana,Avenida,LAS PIEDRA,,-2.748.956,-5.880.249,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
363,49004,2018-10-09,19:00:00,Urbana,Calle,CATAMARCA,JUNIN,-2.746.798,-5.883.310,0,2,0,1,1,Atropello a peatón/es,2,Hormigón,Apto,Seca,Atardecer,NO,Nublado,Buena,Funciona
364,49105,2018-11-22,08:00:00,Urbana,Avenida,ARTIGAS,BOLIVAR,-2.747.271,-5.881.890,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
365,49061,2018-11-01,18:05:00,Urbana,Calle,107,BELASCOAIN,-2.748.535,-5.876.789,2,1,0,2,0,Colisión entre vehículos,2,Tierra,Apto,Seca,Atardecer,NO,Nublado,Buena,Sin Semáforo
366,48898,2018-09-04,18:15:00,Urbana,Calle,CORDOBA,RIVADAVIA,-2.747.455,-5.883.521,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,
367,48988,2018-10-05,09:10:00,Urbana,Calle,SAN LUIS,BOLIVAR,-2.747.033,-5.884.321,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
368,49024,2018-10-18,16:50:00,Urbana,Calle,DOMINGO LASTRA,,-2.746.902,-5.878.861,2,1,0,2,0,Colisión entre vehículos,2,Tierra,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
369,48963,2018-09-26,07:55:00,Urbana,Avenida,AVENIDA AGUIRRE,CALLE 522,-2.752.105,-5.879.128,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
370,49021,2018-10-22,13:35:00,Urbana,Avenida,AVENIDA CAZADORES CORRENTINOS,,-2.748.617,-5.882.268,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
371,49038,2018-10-25,05:40:00,Urbana,Calle,CORDOBA,BELGRANO,-2.747.226,-5.883.494,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,SI,Despejado,Buena,Sin Semáforo
372,49109,2018-11-24,08:15:00,Urbana,Avenida,Av tres de abril,MENDOZA,-2.747.583,-5.883.711,3,1,0,4,0,,4,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
373,48879,2018-08-28,08:10:00,Urbana,Avenida,AVENIDA PRESIDENTE RAUL ALFONSIN,RIO JURAMENTO,-2.747.502,-5.879.824,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Funciona
374,48895,2018-08-31,06:30:00,Urbana,Avenida,AV. MAIPU,,-2.752.224,-5.879.936,0,1,0,1,0,Despiste,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
375,48990,2018-10-02,21:45:00,Urbana,Avenida,RIVADAVIA,CNEL BLANCO,-2.747.300,-5.884.767,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Noche,SI,Despejado,Buena,Sin Semáforo
376,48827,2018-08-15,14:40:00,Urbana,Avenida,AV. INDEPENDENCIA,TACUARI,-2.747.962,-5.880.637,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
377,48984,2018-10-01,03:30:00,Urbana,Avenida,AVENIDA LIBERTAD,,-2.746.637,-5.878.821,0,1,0,1,0,Caída desde vehículo,1,Hormigón,Apto,Seca,Noche,,Despejado,Buena,
378,49113,2018-11-27,07:50:00,Urbana,Avenida,AV. INDEPENDENCIA,,-2.748.396,-5.878.315,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,,NO,Despejado,Buena,Sin Semáforo
379,48925,2018-09-11,11:45:00,Urbana,Calle,SAN MARTIN,SAN JUAN,-2.746.980,-5.883.696,3,0,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
380,48994,2018-10-10,04:45:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,CASTELLI,-2.747.926,-5.880.960,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Nublado,Buena,Funciona
381,48871,2018-08-26,02:40:00,Urbana,Avenida,AV VERA,,-2.746.126,-5.883.235,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Amanecer,SI,Despejado,Buena,
382,49055,2018-10-29,18:30:00,Urbana,Avenida,AV. INDEPENDENCIA,,-2.748.416,-5.878.658,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
383,48920,2018-09-09,18:30:00,Urbana,Avenida,AVENIDA JUAN ROMERO,ALBERDI,-2.748.452,-5.884.558,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Atardecer,NO,Despejado,Buena,Funciona
384,48961,2018-09-25,12:20:00,Urbana,Avenida,AV. TENIENTE IBAÑEZ,CORDOBA,-2.748.558,-5.883.649,1,1,0,2,0,Colisión entre vehículos,2,,Apto,Despejada,Día,,,,Sin Semáforo
385,49048,2018-10-27,13:48:00,Urbana,Calle,LA CUEVAS,MERCEDARIAS,-2.750.848,-5.882.123,2,0,0,2,0,Colisión entre vehículos,2,Adoquín,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
386,49177,2018-12-19,13:30:00,Urbana,Calle,GENERAL PAZ,GUATAVINO,-2.747.744,-5.884.334,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Nublado,Buena,Sin Semáforo
387,48886,2018-09-03,09:20:00,Urbana,Calle,MENDOZA,BOLIVAR,-2.747.098,-5.883.596,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Nublado,Buena,Sin Semáforo
388,49006,2018-10-11,08:30:00,Urbana,Calle,CORDOBA,BOLIVAR,-2.747.104,-5.883.479,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
389,48903,2018-08-02,04:30:00,Urbana,Avenida,AVENIDA ARMENIA,19 DE mayo,-2.746.784,-5.880.505,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Noche,SI,Lluvia,Lluvia,Intermitente
390,49085,2018-11-14,16:00:00,Urbana,Avenida,MAIPU,NICARAGUA,-2.749.883,-5.881.466,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Funciona
391,49138,2018-12-04,16:00:00,Urbana,Avenida,AV MAIPU,RUTA 12,-2.752.981,-5.876.674,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
392,48887,2018-09-01,11:16:00,Urbana,Calle,MENDOZA,LAVALLE,-2.747.713,-5.883.666,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Lluvia,Sin Semáforo
393,48948,2018-09-18,23:05:00,Urbana,Avenida,AV FERRE,AV CHACABUCO,-2.747.861,-5.881.469,1,1,0,1,1,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona
394,49007,2018-10-11,11:30:00,Urbana,Avenida,AV CAZADORES CORRENTINOS,PIROVANO,-2.748.679,-5.880.574,1,1,0,2,0,Caída desde vehículo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
395,49005,2018-10-11,00:15:00,Urbana,Avenida,AV CHACABUCO,GENERAL PAZ,-2.748.099,-5.881.515,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Nublado,Buena,Intermitente
396,48929,2018-09-12,11:20:00,Urbana,Avenida,AV INDEPENDENCIA,MEDRANO,-2.748.157,-5.879.848,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona
397,48942,2018-09-18,17:20:00,Urbana,Calle,MENDOZA,MORENO,-2.747.280,-5.883.616,1,1,0,1,1,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
398,48940,2018-09-18,17:30:00,Urbana,Ruta Provincial,5,,-2.748.621,-5.876.928,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
399,49184,2018-12-09,10:30:00,Urbana,Avenida,AV. GDOR. RUIZ.,VELEZ SARFIELD,-2.746.676,-5.881.938,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,,Seca,Día,,Despejado,Buena,Sin Semáforo
400,49161,2018-12-12,18:15:00,Urbana,Avenida,AV PUJOL,PARAGUAY,-2.746.409,-5.882.541,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Amanecer,SI,Nublado,Buena,Funciona
401,49032,2018-10-21,19:10:00,Urbana,Avenida,AVENIDA J. R. FERNANDEZ,ESNAOLA,-2.746.544,-5.878.928,1,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Noche,SI,Despejado,Buena,Sin Semáforo
402,49118,2018-11-28,14:20:00,Urbana,Calle,MADARIAGA,GDOR CASTILLO,-2.748.228,-5.884.268,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,,,Día,NO,Nublado,Buena,Sin Semáforo
403,49160,2018-12-11,21:00:00,Urbana,Ruta Provincial,N°5,,-2.748.551,-5.877.372,1,1,0,1,1,Atropello a peatón/es,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo
404,49108,2018-11-22,22:50:00,Urbana,Calle,BOLIVAR,BRASIL,-2.747.216,-5.882.445,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,,Mojada,Noche,SI,Lluvia,Lluvia,Sin Semáforo
405,49009,2018-10-12,09:20:00,Urbana,Calle,MENDOZA,JUNIN,-2.746.769,-5.883.556,1,1,0,1,1,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
